Area,City,Size (sq ft),Price ($)
Downtown,CityA,604,267820
Uptown,CityE,2182,795388
Downtown,CityA,4816,378295
Downtown,CityA,2349,176133
Suburb,CityE,1362,134187
Suburb,CityB,3945,143835
Countryside,CityC,3065,362203
Seaside,CityC,798,594044
Downtown,CityA,3408,316789
Seaside,CityE,4637,127235
Countryside,CityD,1270,718496
Downtown,CityB,3039,167114
Downtown,CityA,1962,800726
Seaside,CityC,4354,753479
Uptown,CityE,3618,999263
Suburb,CityE,2632,484033
Uptown,CityA,2209,881345
Seaside,CityD,1490,705871
Suburb,CityC,1210,132160
Uptown,CityA,4804,985443
Suburb,CityD,538,891709
Downtown,CityE,1775,866809
Uptown,CityB,1936,947182
Suburb,CityC,3493,681190
Suburb,CityC,1969,311270
Suburb,CityD,2599,741137
Uptown,CityA,873,197052
Countryside,CityE,4751,752182
Uptown,CityD,4525,263233
Seaside,CityB,1613,537715
Uptown,CityB,3226,787246
Suburb,CityB,2898,502016
Downtown,CityD,3734,149460
Uptown,CityE,1765,491568
Uptown,CityC,3623,170975
Suburb,CityA,1153,640856
Downtown,CityC,4658,269164
Downtown,CityE,1008,686967
Seaside,CityC,2839,165781
Uptown,CityD,3662,370574
Downtown,CityB,2187,566935
Downtown,CityE,1888,662980
Countryside,CityE,2697,130086
Countryside,CityC,4411,936103
Downtown,CityD,3428,329334
Seaside,CityC,1015,244973
Downtown,CityC,4158,366051
Suburb,CityE,2333,329652
Uptown,CityC,529,128604
Seaside,CityB,3714,137869
Suburb,CityC,825,769897
Seaside,CityB,4266,767861
Suburb,CityE,4611,878845
Uptown,CityD,610,743549
Uptown,CityB,606,530587
Countryside,CityD,2926,476783
Suburb,CityD,4878,998122
Countryside,CityB,4864,530037
Suburb,CityE,3031,844092
Countryside,CityA,3644,487736
Uptown,CityD,1298,368217
Seaside,CityD,2937,292077
Countryside,CityE,2511,569313
Suburb,CityE,925,380245
Suburb,CityC,3544,604268
Uptown,CityE,3788,524642
Suburb,CityD,3414,719165
Downtown,CityB,1739,369457
Seaside,CityA,3891,786133
Countryside,CityC,4713,159668
Seaside,CityB,4497,454100
Uptown,CityA,3506,826610
Countryside,CityA,3539,739375
Countryside,CityA,1098,481595
Downtown,CityB,2587,716963
Uptown,CityC,1684,191634
Suburb,CityC,3250,768942
Downtown,CityA,3084,209119
Downtown,CityB,4013,769120
Seaside,CityA,4554,433935
Seaside,CityE,4883,444302
Seaside,CityC,4436,533525
Downtown,CityD,2199,129715
Suburb,CityA,3075,318400
Countryside,CityE,635,601328
Seaside,CityC,2525,450404
Suburb,CityB,4035,759012
Uptown,CityC,3390,912729
Seaside,CityB,3257,329030
Countryside,CityB,4273,507244
Uptown,CityA,880,244875
Uptown,CityA,2028,368451
Countryside,CityC,4128,524541
Seaside,CityE,1348,420760
Downtown,CityC,4627,744116
Countryside,CityD,2427,840158
Countryside,CityB,2665,560287
Countryside,CityB,4786,246004
Uptown,CityA,2621,508965
Suburb,CityE,3418,370871
Downtown,CityA,972,286478
Seaside,CityD,2287,641620
Seaside,CityC,613,588286
Suburb,CityC,1836,504050
Countryside,CityE,838,251397
Downtown,CityA,2785,764573
Seaside,CityA,1696,614507
Seaside,CityD,578,616529
Countryside,CityC,3152,232475
Suburb,CityA,4880,419115
Downtown,CityE,4818,873559
Suburb,CityC,3140,547246
Suburb,CityD,1756,697330
Downtown,CityE,1327,195195
Downtown,CityB,3218,762951
Seaside,CityD,3310,489288
Seaside,CityE,3885,899428
Downtown,CityA,2465,938917
Uptown,CityB,2927,147830
Seaside,CityD,3341,134370
Uptown,CityA,1113,944004
Downtown,CityB,1062,572224
Seaside,CityC,4852,915530
Suburb,CityA,684,816921
Downtown,CityE,2692,364340
Countryside,CityD,4565,766451
Uptown,CityB,745,311648
Downtown,CityA,4586,820614
Downtown,CityC,2734,411406
Seaside,CityD,1365,761383
Seaside,CityD,2587,120543
Seaside,CityA,1100,553245
Countryside,CityC,3533,587129
Seaside,CityB,2556,988603
Downtown,CityA,2631,271481
Seaside,CityB,1032,694828
Suburb,CityD,2542,241035
Seaside,CityB,857,769156
Countryside,CityC,877,665260
Suburb,CityE,2719,172613
Downtown,CityC,4988,719672
Downtown,CityB,3807,702350
Uptown,CityA,3096,365405
Suburb,CityD,1283,379190
Uptown,CityE,2879,899829
Suburb,CityA,4103,553652
Suburb,CityA,1482,977237
Countryside,CityC,4442,387901
Uptown,CityB,3090,770659
Countryside,CityC,1542,355456
Suburb,CityB,3038,757262
Downtown,CityC,1361,481003
Suburb,CityA,2376,870376
Countryside,CityD,2335,666687
Uptown,CityB,4708,672618
Uptown,CityE,4026,876343
Countryside,CityE,2185,234918
Uptown,CityA,3901,767719
Seaside,CityC,2122,280448
Downtown,CityC,3157,692344
Downtown,CityA,2432,140832
Downtown,CityE,1007,251170
Uptown,CityE,3978,741383
Uptown,CityC,3156,729275
Suburb,CityB,1621,805322
Suburb,CityD,789,450816
Downtown,CityB,3329,922317
Seaside,CityE,2709,121157
Suburb,CityB,1900,541588
Suburb,CityD,1066,119674
Uptown,CityB,1973,656645
Seaside,CityB,2487,374722
Downtown,CityB,4287,310121
Suburb,CityB,4365,530645
Seaside,CityA,3760,540087
Seaside,CityE,4047,579742
Downtown,CityD,3751,780859
Seaside,CityE,2216,807564
Seaside,CityA,1512,816300
Seaside,CityA,1810,585731
Suburb,CityA,1117,317443
Downtown,CityA,4757,727517
Seaside,CityB,2482,243274
Seaside,CityE,2728,594166
Suburb,CityC,968,486125
Downtown,CityD,4616,619071
Uptown,CityA,4855,322274
Suburb,CityE,1639,250362
Downtown,CityA,1936,923509
Seaside,CityA,1036,355672
Downtown,CityA,1451,739424
Downtown,CityA,3313,250468
Downtown,CityA,3506,554064
Uptown,CityD,4494,838848
Downtown,CityE,2340,160530
Uptown,CityA,1350,295346
Seaside,CityA,2471,742467
Uptown,CityA,1691,127122
Seaside,CityA,4420,915813
Seaside,CityB,2562,276507
Uptown,CityB,3546,467758
Suburb,CityC,4899,778627
Countryside,CityA,4058,737559
Downtown,CityC,804,613888
Countryside,CityD,3347,293050
Downtown,CityC,2935,762448
Downtown,CityE,3304,721642
Seaside,CityB,2484,489872
Downtown,CityB,4436,637110
Downtown,CityA,1212,805576
Uptown,CityA,3395,820622
Countryside,CityD,2181,551127
Uptown,CityD,1833,232508
Downtown,CityE,3698,555070
Seaside,CityA,674,473345
Uptown,CityA,3705,913713
Uptown,CityD,1916,450161
Suburb,CityD,2487,458149
Downtown,CityD,2272,184403
Seaside,CityB,4766,468167
Uptown,CityC,1574,285024
Uptown,CityC,1091,122766
Seaside,CityA,3478,850633
Downtown,CityB,4482,514429
Suburb,CityD,2910,456035
Uptown,CityA,1347,948671
Suburb,CityB,993,253609
Countryside,CityE,1045,496010
Downtown,CityB,2786,552420
Countryside,CityA,3197,865192
Countryside,CityC,4337,263396
Countryside,CityD,2040,156764
Downtown,CityE,1383,655146
Downtown,CityB,4456,142850
Seaside,CityA,3594,751459
Suburb,CityA,2865,445161
Suburb,CityD,3847,937222
Seaside,CityA,3571,443264
Seaside,CityA,4175,896282
Countryside,CityD,1452,846597
Seaside,CityE,3800,468903
Uptown,CityC,4235,602704
Suburb,CityC,3679,801335
Seaside,CityB,3463,296582
Uptown,CityE,4527,952128
Uptown,CityB,3747,781192
Uptown,CityC,4915,327818
Uptown,CityD,3857,712114
Countryside,CityA,3204,255958
Uptown,CityC,1537,853290
Countryside,CityE,570,763778
Countryside,CityC,3374,747440
Uptown,CityE,605,631369
Suburb,CityE,1269,464860
Uptown,CityE,2509,765474
Uptown,CityB,3440,873205
Uptown,CityD,2692,380866
Suburb,CityC,3995,449652
Downtown,CityD,4811,117985
Downtown,CityA,4855,499104
Countryside,CityC,1433,590899
Countryside,CityD,1074,482378
Suburb,CityD,4430,339990
Seaside,CityA,4880,970277
Downtown,CityE,4587,774659
Countryside,CityC,3031,206747
Downtown,CityC,2919,122036
Suburb,CityA,569,356306
Suburb,CityE,4974,840781
Seaside,CityC,1802,653634
Seaside,CityC,4314,475651
Suburb,CityC,2849,388835
Countryside,CityE,754,729866
Downtown,CityA,2207,380130
Uptown,CityC,1333,783206
Seaside,CityD,3264,936097
Uptown,CityE,2971,737696
Countryside,CityB,4242,796761
Seaside,CityA,2535,173728
Uptown,CityD,2467,598021
Countryside,CityC,599,674342
Downtown,CityB,2352,269559
Countryside,CityA,3683,502628
Seaside,CityE,2855,705787
Suburb,CityB,611,806833
Downtown,CityB,3658,985591
Uptown,CityD,682,166553
Seaside,CityA,4352,629567
Suburb,CityD,664,369856
Countryside,CityD,2637,377961
Suburb,CityC,2523,809192
Seaside,CityE,954,455760
Seaside,CityB,2785,499840
Suburb,CityA,1041,522342
Countryside,CityE,3165,704955
Suburb,CityE,2949,792822
Seaside,CityA,4433,814036
Seaside,CityE,3386,802175
Uptown,CityC,4792,858315
Uptown,CityE,4404,844271
Downtown,CityC,2188,912525
Seaside,CityB,2137,735318
Uptown,CityB,4582,741673
Suburb,CityD,2390,263597
Countryside,CityC,3705,129030
Suburb,CityB,977,144067
Countryside,CityE,2866,608961
Uptown,CityA,3026,962865
Downtown,CityA,866,913071
Suburb,CityC,2336,496008
Suburb,CityD,2215,624708
Suburb,CityE,512,587976
Countryside,CityC,1035,119198
Uptown,CityA,3739,801565
Suburb,CityC,2817,182951
Suburb,CityE,4542,861303
Downtown,CityB,875,904307
Downtown,CityE,2224,170511
Uptown,CityB,756,716285
Uptown,CityB,2764,383475
Seaside,CityB,949,379037
Downtown,CityC,1393,295985
Seaside,CityA,3712,118243
Countryside,CityC,1684,639823
Seaside,CityA,3723,556419
Suburb,CityE,1808,953826
Seaside,CityD,1416,780849
Uptown,CityE,647,441358
Countryside,CityC,2614,986801
Suburb,CityC,4516,736983
Seaside,CityA,4440,315958
Countryside,CityC,4571,375490
Countryside,CityB,3295,803365
Suburb,CityC,942,326073
Seaside,CityA,3444,746868
Countryside,CityA,4436,437468
Countryside,CityB,898,787703
Downtown,CityA,1651,343470
Countryside,CityD,4292,464890
Downtown,CityE,3495,174783
Seaside,CityC,2716,539179
Seaside,CityD,2207,791332
Seaside,CityC,3831,379103
Uptown,CityD,2487,608102
Seaside,CityC,3068,451487
Countryside,CityB,660,265205
Suburb,CityA,4935,320826
Downtown,CityA,4404,151150
Uptown,CityB,4073,383878
Seaside,CityD,3677,641688
Seaside,CityE,2325,251074
Suburb,CityD,4424,984761
Suburb,CityA,2123,486582
Uptown,CityE,1676,722041
Downtown,CityC,4220,324540
Seaside,CityE,3720,614497
Uptown,CityD,3759,471007
Countryside,CityB,630,786235
Countryside,CityC,4062,256118
Uptown,CityD,1999,254736
Seaside,CityC,3288,517669
Uptown,CityE,4208,629034
Seaside,CityA,2207,320581
Suburb,CityD,2269,748053
Uptown,CityB,1818,506433
Seaside,CityE,3879,425328
Uptown,CityD,3273,188898
Uptown,CityB,3490,928267
Seaside,CityD,3544,895565
Seaside,CityE,875,725633
Downtown,CityD,3536,664821
Uptown,CityC,1160,264411
Countryside,CityE,1903,390869
Uptown,CityD,1240,829692
Uptown,CityA,803,538596
Seaside,CityD,1585,541289
Uptown,CityC,3679,291945
Uptown,CityB,1710,317972
Countryside,CityB,3534,227240
Seaside,CityB,728,272413
Uptown,CityA,3619,363380
Suburb,CityC,2354,954348
Downtown,CityE,767,991913
Countryside,CityB,3274,228357
Uptown,CityC,3349,376682
Suburb,CityD,4849,505187
Uptown,CityA,2634,601817
Uptown,CityC,3959,724109
Seaside,CityC,2769,576669
Seaside,CityE,1489,662943
Seaside,CityC,4992,832382
Suburb,CityE,1437,685072
Uptown,CityA,939,484691
Downtown,CityA,2858,268482
Countryside,CityD,2507,453126
Seaside,CityE,3845,544518
Seaside,CityE,4630,619328
Uptown,CityB,4243,514919
Uptown,CityB,1018,930623
Suburb,CityD,768,349526
Suburb,CityA,4685,416256
Seaside,CityB,1888,111399
Uptown,CityC,2194,990797
Downtown,CityA,3773,112685
Countryside,CityC,1889,449921
Uptown,CityE,4365,890919
Uptown,CityA,3529,898450
Suburb,CityD,2835,763110
Countryside,CityE,4174,543445
Seaside,CityE,1000,707508
Uptown,CityC,2161,405262
Seaside,CityE,2599,159615
Uptown,CityB,602,704234
Seaside,CityA,3246,352409
Countryside,CityB,3776,746157
Suburb,CityC,3585,901537
Countryside,CityC,4037,987996
Downtown,CityA,1827,804875
Suburb,CityE,2974,147342
Countryside,CityD,2179,474160
Downtown,CityC,4246,870893
Uptown,CityA,3062,283256
Uptown,CityD,4663,576463
Seaside,CityE,3817,946938
Suburb,CityC,2936,911399
Uptown,CityA,807,922455
Suburb,CityA,4496,940720
Uptown,CityA,1589,877156
Seaside,CityC,2894,224939
Countryside,CityD,4504,987973
Seaside,CityA,1166,388766
Downtown,CityE,4663,669489
Uptown,CityA,2734,640638
Downtown,CityD,1736,941252
Downtown,CityC,2123,935141
Suburb,CityA,1874,974664
Uptown,CityA,3811,261961
Downtown,CityE,676,241296
Countryside,CityE,1853,862620
Downtown,CityA,3428,236537
Countryside,CityA,1125,968850
Suburb,CityE,3154,197739
Downtown,CityD,4108,324552
Seaside,CityB,4215,679502
Suburb,CityB,4774,326445
Countryside,CityA,894,758304
Suburb,CityE,1668,124336
Downtown,CityC,697,662912
Uptown,CityC,1468,951638
Uptown,CityB,4408,144764
Countryside,CityD,3655,590548
Countryside,CityB,3004,980757
Uptown,CityA,1776,145420
Countryside,CityD,4667,582974
Suburb,CityC,4818,204381
Seaside,CityE,1769,689959
Seaside,CityE,1864,731884
Suburb,CityA,1423,912879
Seaside,CityB,970,235105
Downtown,CityA,3516,120497
Suburb,CityE,2554,179714
Countryside,CityC,4783,226892
Suburb,CityE,2551,303154
Uptown,CityD,3454,864227
Countryside,CityE,1648,243954
Uptown,CityE,3586,772305
Countryside,CityD,1459,349720
Seaside,CityB,1129,946302
Suburb,CityE,1274,773955
Downtown,CityA,859,315363
Countryside,CityE,1017,197847
Countryside,CityA,1843,295110
Uptown,CityD,2469,342303
Seaside,CityE,3727,458278
Uptown,CityD,3399,528665
Uptown,CityD,1434,987542
Seaside,CityB,2486,865625
Downtown,CityE,876,511855
Uptown,CityA,4060,829988
Uptown,CityA,2274,171918
Countryside,CityE,2005,535926
Seaside,CityB,3154,285123
Suburb,CityB,1510,291711
Downtown,CityB,3977,103159
Downtown,CityA,1730,957624
Seaside,CityD,1677,429132
Countryside,CityB,4357,732027
Countryside,CityA,2595,380850
Seaside,CityA,2172,503078
Countryside,CityD,2428,896651
Downtown,CityE,4339,451161
Downtown,CityE,3678,396680
Suburb,CityB,4768,433776
Seaside,CityB,3053,858849
Uptown,CityD,2945,570607
Uptown,CityB,4889,556102
Suburb,CityD,1051,995230
Suburb,CityA,3397,573212
Countryside,CityB,1539,396081
Suburb,CityA,1384,121094
Suburb,CityC,3551,225312
Uptown,CityD,4729,204894
Countryside,CityC,4097,870434
Suburb,CityB,3055,741406
Suburb,CityA,1589,783284
Countryside,CityB,958,969757
Seaside,CityC,4754,755483
Countryside,CityB,2507,607146
Uptown,CityE,2420,433589
Seaside,CityC,1503,131854
Downtown,CityB,3583,160796
Countryside,CityA,2614,431576
Uptown,CityB,3089,290040
Seaside,CityA,2643,903543
Countryside,CityE,4810,172575
Suburb,CityB,2741,210380
Countryside,CityE,2586,386243
Downtown,CityC,1438,562422
Countryside,CityA,4801,208871
Seaside,CityC,4470,874079
Seaside,CityA,4499,377173
Countryside,CityE,3908,525027
Seaside,CityD,1270,115793
Suburb,CityB,748,410250
Countryside,CityE,872,447806
Suburb,CityA,3426,315836
Suburb,CityA,4357,882778
Uptown,CityA,1201,577347
Countryside,CityA,2685,494188
Seaside,CityB,1441,493576
Suburb,CityC,4414,757992
Uptown,CityD,1293,858612
Countryside,CityB,1177,180882
Countryside,CityA,2061,249080
Downtown,CityB,4553,701944
Downtown,CityE,952,523499
Suburb,CityA,2966,937340
Downtown,CityD,4156,763178
Suburb,CityA,4646,563871
Seaside,CityD,4254,130579
Suburb,CityD,709,679466
Downtown,CityC,2426,812944
Seaside,CityC,4466,296092
Downtown,CityB,2377,604473
Suburb,CityB,1126,737492
Uptown,CityD,3226,719661
Countryside,CityA,1958,614879
Downtown,CityE,3324,756335
Suburb,CityE,1750,556695
Seaside,CityA,4863,378409
Downtown,CityA,2663,949950
Downtown,CityC,2123,497534
Countryside,CityE,2353,528297
Suburb,CityD,1253,289721
Uptown,CityB,2368,739763
Seaside,CityC,681,610332
Suburb,CityE,2013,600267
Seaside,CityA,1402,798429
Downtown,CityE,3844,606568
Countryside,CityD,3953,309742
Countryside,CityC,4107,467112
Uptown,CityA,3056,998118
Countryside,CityD,2639,176377
Downtown,CityB,4744,453815
Uptown,CityC,2664,243499
Suburb,CityD,3112,533467
Countryside,CityD,2521,330739
Uptown,CityA,3321,726551
Downtown,CityB,2781,518381
Seaside,CityD,2070,745647
Seaside,CityC,2472,460988
Downtown,CityD,4486,689215
Downtown,CityE,2744,435314
Seaside,CityC,2942,962582
Uptown,CityC,1213,387010
Seaside,CityD,4045,896714
Downtown,CityA,722,251391
Countryside,CityC,1363,639700
Suburb,CityE,1925,595379
Countryside,CityA,2804,566802
Countryside,CityA,1153,748423
Downtown,CityA,1659,220019
Seaside,CityC,2342,911015
Uptown,CityA,943,314649
Countryside,CityD,2965,424066
Seaside,CityA,4936,368329
Uptown,CityE,3357,448492
Countryside,CityB,1780,191368
Uptown,CityE,3539,287461
Seaside,CityC,4295,882190
Suburb,CityA,4137,379567
Seaside,CityA,4258,151268
Downtown,CityD,599,212692
Uptown,CityA,2586,534860
Suburb,CityE,2810,792146
Uptown,CityC,4745,457345
Uptown,CityB,3237,568741
Countryside,CityA,2107,970176
Downtown,CityB,3453,218222
Uptown,CityA,4481,975022
Seaside,CityC,3694,523693
Seaside,CityE,4839,851270
Countryside,CityC,3592,222942
Downtown,CityB,3462,599972
Downtown,CityA,3162,758931
Seaside,CityB,1355,643864
Suburb,CityE,2646,481785
Countryside,CityC,1886,555919
Countryside,CityB,2216,765040
Seaside,CityB,4651,781066
Seaside,CityE,2225,310926
Suburb,CityA,2453,317267
Suburb,CityB,684,477186
Downtown,CityE,1021,825925
Countryside,CityA,2811,541652
Countryside,CityA,1748,758134
Seaside,CityC,2158,248044
Downtown,CityE,1502,245120
Countryside,CityA,3727,198908
Downtown,CityC,3638,470868
Downtown,CityD,2428,337741
Seaside,CityE,893,180225
Downtown,CityD,2117,444417
Suburb,CityA,4141,226170
Suburb,CityE,1160,574766
Uptown,CityC,4664,580570
Seaside,CityA,819,985169
Uptown,CityE,2724,569896
Suburb,CityE,1083,982969
Uptown,CityD,4100,681890
Seaside,CityA,1081,952835
Seaside,CityC,4196,127182
Downtown,CityC,2267,966308
Countryside,CityA,2056,409203
Downtown,CityA,2298,502003
Seaside,CityB,4706,613668
Suburb,CityD,1498,886825
Suburb,CityA,1257,948207
Downtown,CityA,782,814814
Seaside,CityB,630,243128
Suburb,CityB,1793,554699
Seaside,CityE,560,521645
Suburb,CityC,2711,670197
Seaside,CityD,2048,415050
Uptown,CityE,4867,983867
Seaside,CityA,2281,448434
Seaside,CityB,537,930821
Downtown,CityC,4131,383049
Uptown,CityE,3164,844979
Countryside,CityC,973,809090
Downtown,CityB,558,681845
Countryside,CityE,3136,478958
Suburb,CityE,3114,861994
Countryside,CityC,3114,588373
Seaside,CityB,4978,579329
Countryside,CityA,1911,857624
Downtown,CityE,584,297271
Downtown,CityA,2033,802661
Countryside,CityB,4297,709040
Downtown,CityE,3174,540475
Downtown,CityE,3373,830161
Countryside,CityA,3620,891006
Uptown,CityD,1590,450435
Uptown,CityA,3334,882262
Suburb,CityA,4724,721065
Downtown,CityD,2576,580313
Countryside,CityB,3690,386881
Downtown,CityB,4728,647678
Seaside,CityE,1708,191612
Downtown,CityC,4077,676618
Downtown,CityC,3081,171082
Uptown,CityE,4287,809002
Countryside,CityC,1015,514496
Downtown,CityA,2712,329561
Uptown,CityA,3474,383181
Suburb,CityD,1432,740956
Uptown,CityD,2163,219229
Uptown,CityE,1056,533792
Uptown,CityE,2171,521780
Downtown,CityE,1492,330205
Downtown,CityA,2128,840799
Suburb,CityC,2191,196342
Seaside,CityE,1604,867224
Seaside,CityE,1770,452072
Seaside,CityA,3402,652375
Suburb,CityA,1909,603040
Seaside,CityA,4146,209844
Seaside,CityC,1830,831573
Uptown,CityE,2554,637091
Downtown,CityB,1453,428905
Downtown,CityB,2342,752862
Uptown,CityE,3302,826670
Uptown,CityE,509,965011
Uptown,CityE,3109,509379
Downtown,CityE,621,282957
Seaside,CityC,3060,317412
Uptown,CityB,3537,136764
Suburb,CityD,940,585998
Uptown,CityB,3249,293198
Countryside,CityB,1090,339066
Uptown,CityA,1868,298296
Downtown,CityE,2489,409199
Uptown,CityE,1861,413743
Countryside,CityE,4273,969219
Suburb,CityA,2564,309112
Seaside,CityC,2915,926152
Uptown,CityC,3451,193120
Countryside,CityD,3268,275556
Countryside,CityC,3916,227976
Suburb,CityC,2076,794212
Downtown,CityE,614,637507
Uptown,CityB,1868,470652
Countryside,CityC,638,714639
Suburb,CityC,3873,411009
Seaside,CityA,1815,154457
Countryside,CityD,573,190159
Suburb,CityA,4346,300065
Downtown,CityE,983,193391
Downtown,CityB,4611,412544
Countryside,CityD,2049,398402
Countryside,CityA,1859,836366
Uptown,CityC,2396,280029
Suburb,CityC,4724,997898
Countryside,CityD,1010,773641
Uptown,CityC,922,701552
Uptown,CityA,2932,806691
Countryside,CityA,2406,276752
Downtown,CityC,4827,765522
Suburb,CityC,1458,325880
Suburb,CityE,1324,471021
Downtown,CityB,564,373482
Countryside,CityD,3848,843192
Suburb,CityA,1300,111675
Countryside,CityD,777,189606
Countryside,CityE,2217,382224
Uptown,CityA,2913,343747
Downtown,CityE,1738,348585
Countryside,CityE,1986,376080
Seaside,CityC,3798,110019
Downtown,CityD,4970,862078
Suburb,CityD,3495,560498
Uptown,CityC,592,450448
Suburb,CityD,4031,829221
Suburb,CityC,2340,104486
Downtown,CityA,4027,444165
Suburb,CityE,2121,835224
Countryside,CityE,2061,742699
Suburb,CityD,1916,774472
Uptown,CityB,3464,675985
Uptown,CityE,4690,610462
Seaside,CityC,1630,155998
Uptown,CityB,1913,209537
Suburb,CityB,4097,984248
Uptown,CityE,4244,126576
Downtown,CityE,2618,281172
Uptown,CityE,1163,470208
Countryside,CityC,3134,181238
Downtown,CityB,3274,315045
Seaside,CityD,4469,225885
Countryside,CityC,3990,690017
Suburb,CityA,2071,190853
Suburb,CityE,2023,746280
Suburb,CityB,1487,849378
Countryside,CityC,3738,391288
Countryside,CityA,4345,812686
Countryside,CityC,4193,439292
Downtown,CityC,598,905739
Downtown,CityD,2788,422742
Suburb,CityD,2014,512839
Uptown,CityC,4797,775609
Suburb,CityA,1133,566981
Seaside,CityB,1078,191810
Downtown,CityB,4459,989302
Countryside,CityE,772,172131
Downtown,CityE,4454,980570
Countryside,CityB,4427,269449
Seaside,CityC,952,545581
Seaside,CityC,1675,465556
Downtown,CityD,913,396695
Countryside,CityD,2050,929358
Seaside,CityE,2446,190214
Suburb,CityB,691,449894
Suburb,CityC,540,138599
Countryside,CityB,2359,329417
Downtown,CityA,1832,733778
Seaside,CityB,3949,455474
Downtown,CityA,635,646881
Suburb,CityD,4701,849760
Seaside,CityD,2441,734153
Downtown,CityE,2065,608965
Uptown,CityB,4721,797996
Countryside,CityB,888,562441
Countryside,CityA,2058,287031
Uptown,CityD,2621,841277
Suburb,CityA,1528,329701
Seaside,CityD,4034,232192
Countryside,CityA,581,143638
Uptown,CityD,1275,270134
Uptown,CityA,3538,891625
Suburb,CityD,4873,115213
Suburb,CityA,3387,878574
Downtown,CityB,2378,869275
Countryside,CityE,2771,441910
Downtown,CityA,2107,839319
Uptown,CityE,3639,772547
Seaside,CityB,1105,765400
Seaside,CityB,3914,821662
Suburb,CityD,4165,654237
Seaside,CityE,2644,867360
Seaside,CityC,4770,496743
Seaside,CityD,4265,872354
Uptown,CityE,1876,569773
Seaside,CityA,3962,314480
Seaside,CityA,847,464577
Seaside,CityB,500,832654
Downtown,CityC,562,511973
Uptown,CityA,2283,911844
Suburb,CityE,4314,611213
Downtown,CityE,725,614738
Countryside,CityA,1542,245384
Uptown,CityE,1344,515335
Uptown,CityE,3180,242876
Countryside,CityB,4619,809346
Countryside,CityC,1734,670833
Countryside,CityB,2484,438663
Suburb,CityC,4756,785359
Seaside,CityE,1778,458237
Uptown,CityC,2094,980756
Seaside,CityE,3051,562735
Seaside,CityE,2452,628056
Countryside,CityB,2195,363648
Suburb,CityB,1454,430130
Downtown,CityD,3791,569988
Suburb,CityA,856,632290
Seaside,CityD,4095,175427
Suburb,CityD,1468,400931
Countryside,CityC,741,113898
Downtown,CityE,3946,180800
Countryside,CityE,4734,838587
Downtown,CityE,2644,471167
Seaside,CityA,646,226718
Downtown,CityC,1042,658031
Downtown,CityC,1191,833898
Downtown,CityE,1525,867877
Suburb,CityD,4550,274458
Suburb,CityA,4505,230864
Seaside,CityD,3859,252395
Downtown,CityB,3451,562485
Uptown,CityC,1229,272391
Seaside,CityC,4999,641156
Downtown,CityD,3055,330804
Downtown,CityA,1650,888512
Suburb,CityC,2235,244848
Seaside,CityD,1538,297303
Downtown,CityA,3412,284884
Downtown,CityD,3040,687559
Seaside,CityA,4914,177585
Uptown,CityE,1742,551758
Seaside,CityA,1272,224147
Seaside,CityB,2416,115628
Uptown,CityE,3912,487994
Seaside,CityD,2999,359517
Downtown,CityE,3940,239337
Seaside,CityE,4045,491016
Uptown,CityD,1713,898892
Countryside,CityD,3431,359970
Seaside,CityB,918,627765
Suburb,CityD,4281,888634
Downtown,CityC,1288,213846
Downtown,CityC,2371,975842
Suburb,CityB,2525,344000
Suburb,CityA,2946,993185
Seaside,CityA,1060,373994
Suburb,CityC,3151,859981
Countryside,CityD,4404,758166
Uptown,CityB,1039,456512
Suburb,CityA,3636,886617
Suburb,CityA,3789,124718
Countryside,CityE,3110,811562
Downtown,CityC,2444,780575
Downtown,CityD,3645,521541
Seaside,CityB,3258,904890
Countryside,CityA,3760,230293
Uptown,CityE,4607,484486
Uptown,CityC,2395,771366
Countryside,CityC,3000,849440
Uptown,CityB,3329,526185
Downtown,CityA,4373,701108
Uptown,CityB,547,990446
Uptown,CityB,2864,520871
Countryside,CityE,2756,850039
Countryside,CityC,1253,181234
Uptown,CityD,3302,753570
Suburb,CityC,4152,593622
Countryside,CityC,902,371246
Seaside,CityE,2586,953539
Seaside,CityD,2727,334501
Downtown,CityA,3910,750616
Uptown,CityD,3490,184079
Suburb,CityA,1649,491313
Downtown,CityD,562,718725
Uptown,CityB,3653,703858
Countryside,CityD,1508,716944
Seaside,CityE,2531,297937
Suburb,CityA,1822,480445
Seaside,CityC,2581,796780
Countryside,CityE,1251,256454
Uptown,CityA,4644,138795
Countryside,CityA,1157,151425
Countryside,CityC,2160,681690
Seaside,CityB,1200,555755
Suburb,CityE,1580,831563
Countryside,CityC,2656,465271
Seaside,CityC,2040,863011
Suburb,CityB,3532,936081
Uptown,CityE,2483,303567
Uptown,CityC,814,719405
Downtown,CityB,3581,361712
Seaside,CityE,2814,564962
Suburb,CityD,2635,833413
Countryside,CityA,2149,287350
Uptown,CityB,3719,440300
Suburb,CityA,4300,529960
Seaside,CityD,2978,450484
Downtown,CityC,4567,130568
Uptown,CityC,2275,371056
Suburb,CityE,2466,787887
Suburb,CityB,2267,412570
Suburb,CityB,4315,472507
Seaside,CityE,741,330066
Seaside,CityA,3449,353007
Seaside,CityC,2756,594957
Countryside,CityC,4611,102355
Suburb,CityB,3868,196429
Uptown,CityB,866,810093
Seaside,CityE,3327,559501
Seaside,CityD,1752,578187
Suburb,CityA,2987,538949
Seaside,CityD,4103,211151
